Symbol,Date,LTP,High,Low,Open,Quantity,Turnover
API,2018/03/26,254.0,266.0,248.0,266.0,8917.0,2290300.0
API,2018/03/22,271.0,284.0,259.0,275.0,3183.0,859059.0
API,2018/03/21,274.0,285.0,252.0,285.0,8186.0,2149420.0
API,2018/03/20,280.0,285.0,249.0,271.0,15593.0,3942380.0
API,2018/03/19,276.0,300.0,276.0,300.0,16667.0,4623860.0
API,2018/03/18,306.0,334.0,306.0,334.0,17383.0,5383290.0
API,2018/03/15,340.0,340.0,340.0,340.0,1030.0,350200.0
API,2018/03/14,346.0,351.0,333.0,333.0,1704.0,585686.0
API,2018/03/13,333.0,338.0,325.0,329.0,967.0,323273.0
API,2018/03/12,335.0,337.0,325.0,337.0,782.0,257407.0
API,2018/03/11,337.0,355.0,336.0,354.0,644.0,221769.0
API,2018/03/07,354.0,354.0,343.0,345.0,999.0,345872.0
API,2018/03/06,345.0,345.0,321.0,333.0,1298.0,427828.0
API,2018/03/05,339.0,367.0,333.0,367.0,2512.0,865936.0
API,2018/03/04,367.0,370.0,337.0,369.0,1427.0,517682.0
API,2018/02/28,369.0,373.0,362.0,373.0,2460.0,895192.0
API,2018/02/27,380.0,380.0,369.0,375.0,1002.0,374728.0
API,2018/02/26,380.0,380.0,366.0,370.0,1860.0,686730.0
API,2018/02/25,374.0,374.0,367.0,373.0,446.0,165393.0
API,2018/02/22,380.0,380.0,364.0,370.0,664.0,245904.0
API,2018/02/21,377.0,389.0,375.0,389.0,454.0,171157.0
API,2018/02/20,389.0,389.0,377.0,380.0,431.0,163221.0
API,2018/02/18,387.0,408.0,386.0,400.0,556.0,220139.0
API,2018/02/15,400.0,400.0,378.0,378.0,3540.0,1375470.0
API,2018/02/14,378.0,378.0,367.0,368.0,1581.0,592168.0
API,2018/02/12,375.0,375.0,365.0,368.0,110.0,40447.0
API,2018/02/08,380.0,386.0,374.0,386.0,407.0,153937.0
API,2018/02/07,381.0,381.0,374.0,374.0,267.0,100658.0
API,2018/02/06,381.0,382.0,374.0,380.0,1347.0,512891.0
API,2018/02/05,382.0,392.0,380.0,390.0,609.0,232315.0
API,2018/02/04,383.0,390.0,383.0,390.0,364.0,140260.0
API,2018/02/01,392.0,393.0,387.0,393.0,837.0,326912.0
API,2018/01/31,391.0,391.0,383.0,385.0,720.0,278154.0
API,2018/01/29,392.0,392.0,377.0,377.0,1155.0,442734.0
API,2018/01/28,382.0,386.0,380.0,385.0,662.0,253166.0
API,2018/01/25,387.0,392.0,381.0,392.0,997.0,387360.0
API,2018/01/24,391.0,391.0,385.0,391.0,987.0,383113.0
API,2018/01/23,385.0,390.0,381.0,390.0,576.0,221225.0
API,2018/01/22,397.0,405.0,384.0,391.0,919.0,358828.0
API,2018/01/21,395.0,410.0,394.0,405.0,875.0,349589.0
API,2018/01/17,405.0,420.0,405.0,418.0,893.0,365016.0
API,2018/01/16,420.0,420.0,418.0,418.0,318.0,133320.0
API,2018/01/14,425.0,428.0,420.0,423.0,1286.0,546864.0
API,2018/01/10,423.0,423.0,419.0,420.0,525.0,220362.0
API,2018/01/09,425.0,432.0,413.0,428.0,1408.0,597126.0
API,2018/01/08,428.0,429.0,418.0,422.0,1656.0,703344.0
API,2018/01/07,430.0,430.0,426.0,435.0,2689.0,1150040.0
API,2018/01/04,470.0,470.0,445.0,450.0,7975.0,3617890.0
API,2018/01/03,447.0,455.0,446.0,455.0,3258.0,1463810.0
API,2018/01/02,452.0,460.0,443.0,460.0,2834.0,1279180.0
API,2018/01/01,459.0,459.0,443.0,443.0,1856.0,837425.0
API,2017/12/31,450.0,456.0,437.0,456.0,5055.0,2238930.0
API,2017/12/28,456.0,463.0,450.0,463.0,2188.0,997525.0
API,2017/12/27,457.0,457.0,440.0,450.0,2382.0,1068450.0
API,2017/12/26,455.0,464.0,450.0,455.0,3590.0,1636565.0
API,2017/12/24,455.0,478.0,455.0,465.0,4887.0,2276550.0
API,2017/12/21,454.0,463.0,453.0,463.0,1947.0,888501.0
API,2017/12/20,464.0,472.0,446.0,465.0,2275.0,1034060.0
API,2017/12/19,465.0,469.0,458.0,469.0,2784.0,1283810.0
API,2017/12/18,470.0,478.0,466.0,478.0,5565.0,2607600.0
API,2017/12/17,476.0,478.0,465.0,471.0,2615.0,1227540.0
API,2017/12/14,490.0,490.0,490.0,490.0,100.0,49000.0
API,2017/12/13,489.0,489.0,467.0,468.0,2027.0,960313.0
API,2017/12/12,476.0,485.0,476.0,480.0,2091.0,1001750.0
API,2017/12/11,483.0,485.0,476.0,476.0,1507.0,724509.0
API,2017/12/10,485.0,493.0,482.0,493.0,1676.0,811753.0
API,2017/12/06,493.0,494.0,480.0,482.0,6570.0,3210210.0
API,2017/12/05,486.0,493.0,478.0,478.0,1725.0,838619.0
API,2017/12/04,485.0,490.0,481.0,490.0,5927.0,2882490.0
API,2017/11/30,490.0,510.0,472.0,510.0,15420.0,7504200.0
API,2017/11/29,510.0,520.0,507.0,513.0,3727.0,1914100.0
API,2017/11/28,514.0,515.0,500.0,500.0,2041.0,1039960.0
API,2017/11/27,500.0,517.0,497.0,517.0,5366.0,2706020.0
API,2017/11/26,507.0,513.0,495.0,512.0,3453.0,1742779.0
API,2017/11/23,512.0,513.0,503.0,500.0,4097.0,2080948.0
API,2017/11/22,500.0,512.0,480.0,480.0,3431.0,1730060.0
API,2017/11/21,485.0,490.0,485.0,490.0,1050.0,513442.0
API,2017/11/20,482.0,490.0,481.0,490.0,2341.0,1131800.0
API,2017/11/19,487.0,491.0,482.0,499.0,403.0,196095.0
API,2017/11/16,499.0,500.0,490.0,490.0,1769.0,877413.0
API,2017/11/15,495.0,517.0,495.0,507.0,5174.0,2603440.0
API,2017/11/14,513.0,513.0,491.0,495.0,8815.0,4395300.0
API,2017/11/13,495.0,495.0,482.0,495.0,3205.0,1570510.0
API,2017/11/12,500.0,500.0,482.0,482.0,586.0,288213.0
API,2017/11/09,482.0,499.0,473.0,482.0,2213.0,1071450.0
API,2017/11/08,490.0,499.0,484.0,486.0,1930.0,948876.0
API,2017/11/07,495.0,512.0,495.0,511.0,3987.0,1995750.0
API,2017/11/06,515.0,530.0,495.0,515.0,3519.0,1779816.0
API,2017/11/05,510.0,515.0,493.0,515.0,4955.0,2495120.0
API,2017/11/02,518.0,528.0,510.0,510.0,2360.0,1228580.0
API,2017/11/01,519.0,528.0,515.0,528.0,3483.0,1817810.0
API,2017/10/31,530.0,540.0,527.0,540.0,3613.0,1920800.0
API,2017/10/30,540.0,550.0,535.0,535.0,1153.0,626502.0
API,2017/10/29,540.0,555.0,537.0,550.0,1792.0,970269.0
API,2017/10/25,542.0,554.0,541.0,553.0,2318.0,1263110.0
API,2017/10/24,550.0,554.0,548.0,557.0,1482.0,815237.0
API,2017/10/23,557.0,570.0,547.0,561.0,3740.0,2065600.0
API,2017/10/22,561.0,571.0,560.0,566.0,453.0,254911.0
API,2017/10/18,555.0,561.0,540.0,540.0,1937.0,1067760.0
API,2017/10/17,550.0,573.0,547.0,552.0,6798.0,3746210.0
API,2017/10/16,559.0,562.0,545.0,545.0,915.0,506518.0
API,2017/10/15,546.0,550.0,542.0,547.0,466.0,254634.0
API,2017/10/12,548.0,557.0,545.0,545.0,2357.0,1292110.0
API,2017/10/11,539.0,560.0,539.0,550.0,2844.0,1563150.0
API,2017/10/10,551.0,565.0,550.0,563.0,904.0,503470.0
API,2017/10/09,560.0,563.0,541.0,555.0,1214.0,672848.0
API,2017/10/08,560.0,565.0,541.0,565.0,1417.0,781748.0
API,2017/10/04,570.0,576.0,570.0,576.0,284.0,163335.0
API,2017/10/03,575.0,581.0,565.0,570.0,384.0,218953.0
API,2017/09/26,570.0,579.0,567.0,574.0,1039.0,594216.0
API,2017/09/25,574.0,581.0,570.0,575.0,2257.0,1293710.0
API,2017/09/24,580.0,583.0,561.0,561.0,4589.0,2628420.0
API,2017/09/20,570.0,596.0,564.0,596.0,3725.0,2129590.0
API,2017/09/18,585.0,598.0,566.0,595.0,1480.0,857518.0
API,2017/09/17,584.0,595.0,582.0,590.0,1939.0,1135740.0
API,2017/09/14,589.0,593.0,557.0,560.0,8750.0,5107570.0
API,2017/09/13,567.0,579.0,557.0,571.0,8663.0,4947090.0
API,2017/09/12,560.0,581.0,560.0,570.0,6364.0,3608980.0
API,2017/09/11,570.0,597.0,550.0,565.0,1553.0,870787.0
API,2017/09/10,565.0,600.0,564.0,595.0,3378.0,1930740.0
API,2017/09/07,584.0,614.0,584.0,603.0,4880.0,2896300.0
API,2017/09/06,615.0,615.0,588.0,600.0,2540.0,1522430.0
API,2017/09/04,601.0,618.0,594.0,618.0,4327.0,2620810.0
API,2017/08/31,610.0,620.0,605.0,620.0,6652.0,4056660.0
API,2017/08/30,620.0,627.0,615.0,627.0,4150.0,2564780.0
API,2017/08/27,633.0,634.0,620.0,631.0,2603.0,1627858.0
API,2017/08/24,631.0,636.0,613.0,624.0,2287.0,1414739.0
API,2017/08/23,624.0,633.0,613.0,633.0,4533.0,2800870.0
API,2017/08/22,630.0,645.0,617.0,622.0,3442.0,2150440.0
API,2017/08/21,634.0,634.0,617.0,623.0,2156.0,1343040.0
API,2017/08/20,635.0,644.0,634.0,635.0,4893.0,3114080.0
API,2017/08/17,644.0,673.0,635.0,673.0,3683.0,2358800.0
API,2017/08/16,660.0,669.0,641.0,669.0,6790.0,4402460.0
API,2017/08/15,661.0,664.0,626.0,636.0,8583.0,5595050.0
API,2017/08/13,648.0,653.0,638.0,640.0,9311.0,6036750.0
API,2017/08/10,644.0,645.0,629.0,634.0,4716.0,3013650.0
API,2017/08/09,643.0,652.0,640.0,640.0,5551.0,3594280.0
API,2017/08/07,640.0,652.0,635.0,650.0,3707.0,2378610.0
API,2017/08/06,652.0,668.0,650.0,655.0,5719.0,3738270.0
API,2017/08/03,655.0,670.0,655.0,669.0,11636.0,7669584.0
API,2017/08/02,669.0,683.0,650.0,650.0,25467.0,17054500.0
API,2017/08/01,658.0,670.0,617.0,617.0,29521.0,19136200.0
API,2017/07/31,629.0,630.0,600.0,600.0,8278.0,5104330.0
API,2017/07/30,606.0,620.0,596.0,610.0,8378.0,5081730.0
API,2017/07/27,620.0,630.0,620.0,620.0,5539.0,3468450.0
API,2017/07/26,628.0,629.0,608.0,610.0,13378.0,8313410.0
API,2017/07/25,612.0,612.0,600.0,600.0,10425.0,6285310.0
API,2017/07/24,597.0,605.0,593.0,601.0,5578.0,3337180.0
API,2017/07/23,607.0,620.0,605.0,610.0,6349.0,3879470.0
API,2017/07/20,613.0,636.0,589.0,630.0,17497.0,10744000.0
API,2017/07/19,618.0,618.0,562.0,562.0,27032.0,16555900.0
API,2017/07/18,562.0,562.0,551.0,555.0,1224.0,683844.0
API,2017/07/17,554.0,554.0,541.0,552.0,938.0,514452.0
API,2017/07/16,552.0,560.0,545.0,548.0,2621.0,1447360.0
API,2017/07/13,545.0,556.0,545.0,550.0,2220.0,1221160.0
API,2017/07/12,557.0,570.0,555.0,568.0,1363.0,765062.0
API,2017/07/11,568.0,575.0,554.0,560.0,3046.0,1715950.0
API,2017/07/10,560.0,560.0,550.0,550.0,1483.0,824366.0
API,2017/07/09,555.0,566.0,544.0,555.0,1800.0,997419.0
API,2017/07/06,555.0,560.0,547.0,560.0,965.0,532369.0
API,2017/07/05,550.0,555.0,540.0,540.0,601.0,326701.0
API,2017/07/04,555.0,559.0,539.0,559.0,849.0,465785.0
API,2017/07/03,550.0,562.0,548.0,549.0,1514.0,836873.0
API,2017/07/02,549.0,550.0,535.0,547.0,1793.0,974006.0
API,2017/06/28,547.0,560.0,538.0,553.0,2745.0,1496840.0
API,2017/06/27,552.0,558.0,545.0,549.0,1429.0,787790.0
API,2017/06/25,554.0,556.0,540.0,555.0,973.0,534044.0
API,2017/06/22,555.0,561.0,550.0,554.0,3492.0,1938590.0
API,2017/06/21,553.0,559.0,549.0,553.0,1833.0,1015070.0
API,2017/06/20,558.0,571.0,546.0,549.0,1680.0,926563.0
API,2017/06/19,556.0,556.0,539.0,555.0,780.0,427879.0
API,2017/06/18,554.0,557.0,552.0,565.0,2195.0,1217963.0
API,2017/06/15,565.0,575.0,553.0,563.0,3120.0,1752550.0
API,2017/06/14,564.0,570.0,550.0,570.0,265.0,147752.0
API,2017/06/13,560.0,560.0,550.0,560.0,2058.0,1146410.0
API,2017/06/12,556.0,562.0,550.0,560.0,3046.0,1701450.0
API,2017/06/11,570.0,575.0,560.0,574.0,4076.0,2304250.0
API,2017/06/08,565.0,571.0,560.0,560.0,1021.0,577103.0
API,2017/06/07,567.0,573.0,562.0,562.0,1473.0,837052.0
API,2017/06/06,573.0,578.0,565.0,575.0,1618.0,923600.0
API,2017/06/05,568.0,574.0,554.0,572.0,1108.0,623690.0
API,2017/06/04,565.0,575.0,551.0,561.0,2835.0,1593940.0
API,2017/06/01,572.0,572.0,560.0,565.0,1347.0,761221.0
API,2017/05/31,570.0,582.0,554.0,557.0,839.0,470124.0
API,2017/05/30,557.0,580.0,554.0,569.0,3971.0,2236000.0
API,2017/05/28,579.0,580.0,554.0,575.0,3416.0,1973300.0
API,2017/05/24,586.0,586.0,551.0,575.0,1484.0,846189.0
API,2017/05/23,575.0,586.0,563.0,569.0,2474.0,1420670.0
API,2017/05/22,580.0,585.0,564.0,585.0,3642.0,2107500.0
API,2017/05/21,583.0,585.0,575.0,575.0,2924.0,1698220.0
API,2017/05/18,584.0,585.0,575.0,587.0,4203.0,2436615.0
API,2017/05/17,587.0,598.0,580.0,598.0,1315.0,769157.0
API,2017/05/16,588.0,595.0,580.0,595.0,1445.0,852005.0
API,2017/05/15,598.0,612.0,592.0,612.0,5806.0,3475370.0
API,2017/05/11,600.0,610.0,574.0,590.0,6481.0,3849030.0
API,2017/05/09,593.0,593.0,546.0,545.0,2282.0,1276457.0
API,2017/05/08,545.0,554.0,532.0,543.0,1727.0,936274.0
API,2017/05/07,544.0,561.0,540.0,557.0,3891.0,2119733.0
API,2017/05/04,546.0,583.0,557.0,572.0,1791.0,1012630.0
API,2017/05/03,572.0,572.0,555.0,565.0,704.0,395743.0
API,2017/05/02,560.0,569.0,557.0,565.0,2630.0,1483630.0
API,2017/04/30,561.0,572.0,550.0,555.0,2302.0,1285980.0
API,2017/04/27,560.0,570.0,547.0,558.0,2372.0,1326580.0
API,2017/04/26,561.0,570.0,552.0,552.0,2127.0,1192480.0
API,2017/04/25,563.0,570.0,560.0,570.0,1107.0,625445.0
API,2017/04/24,570.0,582.0,560.0,568.0,6394.0,3635100.0
API,2017/04/23,570.0,590.0,570.0,568.0,5069.0,2952437.0
API,2017/04/20,568.0,579.0,566.0,579.0,3409.0,1941680.0
API,2017/04/19,568.0,580.0,563.0,567.0,3520.0,2003587.0
API,2017/04/18,570.0,584.0,557.0,584.0,7770.0,4427690.0
API,2017/04/16,584.0,636.0,584.0,610.0,5971.0,3636840.0
API,2017/04/13,616.0,645.0,606.0,623.0,7534.0,4692740.0
API,2017/04/12,635.0,654.0,613.0,615.0,14234.0,9193110.0
API,2017/04/11,616.0,616.0,571.0,571.0,24863.0,15077400.0
API,2017/04/10,560.0,581.0,550.0,570.0,4720.0,2657690.0
API,2017/04/09,560.0,560.0,530.0,555.0,3142.0,1736770.0
API,2017/04/06,547.0,567.0,530.0,555.0,5454.0,2997886.0
API,2017/04/04,555.0,560.0,550.0,559.0,3974.0,2199480.0
API,2017/04/03,570.0,592.0,549.0,581.0,5071.0,2887400.0
API,2017/04/02,580.0,580.0,555.0,564.0,2982.0,1718930.0
API,2017/03/30,553.0,571.0,540.0,555.0,8798.0,4831829.0
API,2017/03/29,555.0,612.0,541.0,578.0,9988.0,5944894.0
API,2017/03/28,578.0,578.0,536.0,526.0,10318.0,5909798.0
API,2017/03/26,526.0,526.0,488.0,488.0,18707.0,9834970.0
API,2017/03/22,436.0,461.0,428.0,429.0,5870.0,2614740.0
API,2017/03/21,427.0,438.0,417.0,433.0,4514.0,1928870.0
API,2017/03/20,433.0,436.0,412.0,428.0,5259.0,2236380.0
API,2017/03/19,428.0,442.0,425.0,417.0,2954.0,1274438.0
API,2017/03/16,417.0,428.0,417.0,428.0,694.0,293076.0
API,2017/03/15,436.0,436.0,407.0,420.0,2203.0,913438.0
API,2017/03/14,412.0,455.0,412.0,440.0,4129.0,1786660.0
API,2017/03/13,435.0,439.0,410.0,413.0,4251.0,1841210.0
API,2017/03/09,405.0,405.0,380.0,380.0,8747.0,3457730.0
API,2017/03/07,373.0,375.0,345.0,354.0,7869.0,2857020.0
API,2017/03/02,338.0,350.0,338.0,350.0,943.0,324422.0
API,2017/03/01,350.0,351.0,334.0,340.0,4175.0,1410420.0
API,2017/02/28,336.0,346.0,328.0,345.0,5625.0,1865000.0
API,2017/02/26,350.0,357.0,345.0,350.0,1255.0,441167.0
API,2017/02/23,350.0,350.0,345.0,348.0,612.0,213178.0
API,2017/02/22,351.0,355.0,345.0,355.0,290.0,101756.0
API,2017/02/21,360.0,367.0,360.0,360.0,680.0,245252.0
API,2017/02/20,355.0,362.0,352.0,362.0,866.0,309285.0
API,2017/02/19,355.0,363.0,349.0,363.0,1854.0,659957.0
API,2017/02/16,362.0,370.0,335.0,340.0,4930.0,1759960.0
API,2017/02/15,340.0,341.0,312.0,316.0,3322.0,1111300.0
API,2017/02/14,316.0,322.0,304.0,305.0,1304.0,409623.0
API,2017/02/13,305.0,312.0,300.0,302.0,2979.0,905325.0
API,2017/02/12,301.0,310.0,298.0,309.0,5452.0,1655860.0
API,2017/02/09,315.0,335.0,315.0,335.0,6685.0,2166800.0
API,2017/02/08,341.0,350.0,338.0,350.0,756.0,259375.0
API,2017/02/07,356.0,362.0,355.0,358.0,536.0,191674.0
API,2017/02/06,358.0,358.0,346.0,353.0,1179.0,414460.0
API,2017/02/05,360.0,360.0,346.0,353.0,1621.0,575320.0
API,2017/02/02,353.0,367.0,350.0,360.0,2971.0,1064070.0
API,2017/02/01,358.0,358.0,333.0,333.0,1874.0,631329.0
API,2017/01/31,331.0,357.0,325.0,335.0,1546.0,521240.0
API,2017/01/30,338.0,375.0,338.0,375.0,3742.0,1313920.0
API,2017/01/26,375.0,377.0,356.0,363.0,1509.0,551449.0
API,2017/01/25,370.0,380.0,369.0,380.0,1239.0,460827.0
API,2017/01/24,378.0,392.0,378.0,392.0,3038.0,1160520.0
API,2017/01/23,390.0,397.0,380.0,384.0,422.0,163720.0
API,2017/01/22,377.0,395.0,373.0,393.0,1525.0,593888.0
API,2017/01/19,395.0,400.0,392.0,400.0,266.0,105334.0
API,2017/01/18,395.0,397.0,384.0,384.0,450.0,176796.0
API,2017/01/17,390.0,400.0,390.0,400.0,1486.0,581486.0
API,2017/01/16,400.0,405.0,393.0,402.0,703.0,280624.0
API,2017/01/15,395.0,403.0,395.0,400.0,923.0,369699.0
API,2017/01/12,405.0,409.0,400.0,409.0,972.0,390452.0
API,2017/01/11,401.0,413.0,401.0,413.0,761.0,308797.0
API,2017/01/10,405.0,409.0,403.0,403.0,470.0,190456.0
API,2017/01/09,405.0,409.0,401.0,405.0,1831.0,743868.0
API,2017/01/08,400.0,402.0,395.0,395.0,1045.0,416196.0
API,2017/01/05,395.0,400.0,392.0,400.0,1738.0,686030.0
API,2017/01/04,400.0,410.0,395.0,409.0,2324.0,930296.0
API,2017/01/03,407.0,407.0,396.0,405.0,1623.0,653991.0
API,2017/01/02,405.0,410.0,394.0,394.0,4520.0,1822190.0
API,2017/01/01,390.0,412.0,390.0,412.0,1833.0,730175.0
API,2016/12/29,404.0,408.0,382.0,383.0,798.0,317930.0
API,2016/12/28,388.0,408.0,381.0,393.0,2516.0,978174.0
API,2016/12/27,386.0,402.0,379.0,402.0,2409.0,939734.0
API,2016/12/26,395.0,401.0,395.0,401.0,3479.0,1379820.0
API,2016/12/22,394.0,405.0,390.0,402.0,1292.0,510025.0
API,2016/12/21,395.0,408.0,389.0,403.0,849.0,339254.0
API,2016/12/20,396.0,402.0,386.0,400.0,1951.0,777219.0
API,2016/12/19,405.0,413.0,397.0,397.0,1967.0,792291.0
API,2016/12/18,405.0,415.0,401.0,405.0,2264.0,922152.0
API,2016/12/15,413.0,424.0,405.0,424.0,3027.0,1254320.0
API,2016/12/14,428.0,428.0,404.0,425.0,1646.0,679715.0
API,2016/12/12,417.0,425.0,394.0,424.0,5002.0,2081220.0
API,2016/12/11,432.0,480.0,432.0,480.0,11281.0,4961070.0
API,2016/12/08,479.0,517.0,469.0,517.0,14797.0,7029690.0
API,2016/12/07,508.0,518.0,500.0,518.0,280.0,141334.0
API,2016/12/06,509.0,510.0,492.0,510.0,1515.0,755473.0
API,2016/12/05,509.0,511.0,478.0,511.0,1140.0,563046.0
API,2016/12/04,520.0,520.0,496.0,514.0,3100.0,1551380.0
API,2016/12/01,506.0,540.0,501.0,531.0,3024.0,1579550.0
API,2016/11/30,529.0,530.0,480.0,490.0,7470.0,3699680.0
API,2016/11/29,490.0,493.0,435.0,450.0,6740.0,3089660.0
API,2016/11/28,449.0,454.0,413.0,454.0,3591.0,1522810.0
API,2016/11/27,446.0,495.0,446.0,495.0,1824.0,853398.0
API,2016/11/24,495.0,525.0,477.0,514.0,2454.0,1203070.0
API,2016/11/23,504.0,529.0,496.0,525.0,5650.0,2867570.0
API,2016/11/22,525.0,550.0,511.0,540.0,2242.0,1174030.0
API,2016/11/21,541.0,561.0,540.0,550.0,296.0,160560.0
API,2016/11/20,540.0,570.0,514.0,559.0,2830.0,1529730.0
API,2016/11/17,550.0,580.0,549.0,580.0,2134.0,1199410.0
API,2016/11/16,569.0,569.0,545.0,560.0,2636.0,1468740.0
API,2016/11/15,569.0,590.0,563.0,589.0,573.0,330221.0
API,2016/11/14,578.0,597.0,565.0,586.0,341.0,197570.0
API,2016/11/13,575.0,580.0,570.0,580.0,1503.0,864963.0
API,2016/11/10,577.0,594.0,574.0,585.0,6077.0,3514520.0
API,2016/11/09,580.0,600.0,580.0,600.0,4109.0,2398300.0
API,2016/11/08,600.0,625.0,585.0,608.0,1048.0,625608.0
API,2016/11/07,597.0,629.0,595.0,629.0,1500.0,915269.0
API,2016/11/03,615.0,617.0,581.0,592.0,1892.0,1137280.0
API,2016/10/27,585.0,590.0,579.0,590.0,2132.0,1240760.0
API,2016/10/26,590.0,597.0,578.0,597.0,4023.0,2347970.0
API,2016/10/25,586.0,600.0,582.0,600.0,1991.0,1167560.0
API,2016/10/24,590.0,602.0,589.0,598.0,1702.0,1005890.0
API,2016/10/23,599.0,612.0,590.0,612.0,2642.0,1582130.0
API,2016/10/20,612.0,617.0,595.0,600.0,875.0,532996.0
